id,mean_life,ph,pp
7274,83.05,0.74,0.48
7275,83.11,0.74,0.49
7276,82.99,0.74,0.5
7277,83.01,0.74,0.51
7278,83.17,0.74,0.52
7279,83.17,0.74,0.53
7280,82.77,0.74,0.54
7281,82.92,0.74,0.55
7282,82.82,0.74,0.56
7283,82.97,0.74,0.57
7284,82.81,0.74,0.58
7285,82.99,0.74,0.59
7286,82.82,0.74,0.6
7287,82.79,0.74,0.61
7288,82.8,0.74,0.62
7289,82.64,0.74,0.63
7290,82.66,0.74,0.64
7291,82.57,0.74,0.65
7292,82.79,0.74,0.66
7293,82.74,0.74,0.67
7294,82.75,0.74,0.68
7295,82.61,0.74,0.69
7296,82.6,0.74,0.7
7297,82.84,0.74,0.71
7298,82.77,0.74,0.72
7299,82.6,0.74,0.73
7300,82.78,0.74,0.74
7301,82.77,0.74,0.75
7302,82.63,0.74,0.76
7303,82.78,0.74,0.77
7304,82.86,0.74,0.78
7305,82.79,0.74,0.79
7306,82.63,0.74,0.8
7307,82.44,0.74,0.81
7308,82.7,0.74,0.82
7309,82.79,0.74,0.83
7310,82.55,0.74,0.84
7311,82.8,0.74,0.85
7312,82.77,0.74,0.86
7313,82.66,0.74,0.87
7314,82.89,0.74,0.88
7315,82.71,0.74,0.89
7316,82.87,0.74,0.9
7317,82.84,0.74,0.91
7318,82.8,0.74,0.92
7319,82.85,0.74,0.93
7320,82.73,0.74,0.94
7321,82.83,0.74,0.95
7322,82.89,0.74,0.96
7323,82.88,0.74,0.97
7324,82.79,0.74,0.98
7325,82.86,0.74,0.99
7326,98.68,0.75,0.01
7327,98.69,0.75,0.02
7328,98.69,0.75,0.03
7329,98.67,0.75,0.04
7330,98.63,0.75,0.05
7331,98.65,0.75,0.06
7332,98.11,0.75,0.07
7333,98.2,0.75,0.08
7334,98.54,0.75,0.09
7335,98.31,0.75,0.1
7336,95.88,0.75,0.11
7337,95.31,0.75,0.12
7338,93.88,0.75,0.13
7339,92.93,0.75,0.14
7340,93.75,0.75,0.15
7341,90.93,0.75,0.16
7342,90.16,0.75,0.17
7343,89.57,0.75,0.18
7344,88.8,0.75,0.19
7345,87.77,0.75,0.2
7346,87.75,0.75,0.21
7347,87,0.75,0.22
7348,86.77,0.75,0.23
7349,86.19,0.75,0.24
7350,86.21,0.75,0.25
7351,85.94,0.75,0.26
7352,85.83,0.75,0.27
7353,85.42,0.75,0.28
7354,85.5,0.75,0.29
7355,85.05,0.75,0.3
7356,84.88,0.75,0.31
7357,84.62,0.75,0.32
7358,84.53,0.75,0.33
7359,84.13,0.75,0.34
7360,84.13,0.75,0.35
7361,84.01,0.75,0.36
7362,84.11,0.75,0.37
7363,83.78,0.75,0.38
7364,83.87,0.75,0.39
7365,83.76,0.75,0.4
7366,83.54,0.75,0.41
7367,83.46,0.75,0.42
7368,83.18,0.75,0.43
7369,83.28,0.75,0.44
7370,83.36,0.75,0.45
7371,83.45,0.75,0.46
7372,83.36,0.75,0.47
7373,83.05,0.75,0.48
7374,83.31,0.75,0.49
7375,83.12,0.75,0.5
7376,83.23,0.75,0.51
7377,83.05,0.75,0.52
7378,83.02,0.75,0.53
7379,82.85,0.75,0.54
7380,83.02,0.75,0.55
7381,82.88,0.75,0.56
7382,83.02,0.75,0.57
7383,82.66,0.75,0.58
7384,82.93,0.75,0.59
7385,82.84,0.75,0.6
7386,82.84,0.75,0.61
7387,82.8,0.75,0.62
7388,82.76,0.75,0.63
7389,82.78,0.75,0.64
7390,82.74,0.75,0.65
7391,82.74,0.75,0.66
7392,82.76,0.75,0.67
7393,82.73,0.75,0.68
7394,82.86,0.75,0.69
7395,82.68,0.75,0.7
7396,82.88,0.75,0.71
7397,82.86,0.75,0.72
7398,82.78,0.75,0.73
7399,82.69,0.75,0.74
7400,82.66,0.75,0.75
7401,82.63,0.75,0.76
7402,82.7,0.75,0.77
7403,82.7,0.75,0.78
7404,82.86,0.75,0.79
7405,82.78,0.75,0.8
7406,82.83,0.75,0.81
7407,82.85,0.75,0.82
7408,82.73,0.75,0.83
7409,82.57,0.75,0.84
7410,82.86,0.75,0.85
7411,82.64,0.75,0.86
7412,82.88,0.75,0.87
7413,82.78,0.75,0.88
7414,82.89,0.75,0.89
7415,82.78,0.75,0.9
7416,82.69,0.75,0.91
7417,82.72,0.75,0.92
7418,82.73,0.75,0.93
7419,82.8,0.75,0.94
7420,82.68,0.75,0.95
7421,82.85,0.75,0.96
7422,82.83,0.75,0.97
7423,82.75,0.75,0.98
7424,82.84,0.75,0.99
7425,98.69,0.76,0.01
7426,98.66,0.76,0.02
7427,98.67,0.76,0.03
7428,98.64,0.76,0.04
7429,98.6,0.76,0.05
7430,98.65,0.76,0.06
7431,98.24,0.76,0.07
7432,98.32,0.76,0.08
7433,98.41,0.76,0.09
7434,98.2,0.76,0.1
7435,97.46,0.76,0.11
7436,97.98,0.76,0.12
7437,95.29,0.76,0.13
7438,92.06,0.76,0.14
7439,92.1,0.76,0.15
7440,90.58,0.76,0.16
7441,90.82,0.76,0.17
7442,89.22,0.76,0.18
7443,88.69,0.76,0.19
7444,87.9,0.76,0.2
7445,87.87,0.76,0.21
7446,87.2,0.76,0.22
7447,86.65,0.76,0.23
7448,86.62,0.76,0.24
7449,86.17,0.76,0.25
7450,85.84,0.76,0.26
7451,85.57,0.76,0.27
7452,85.51,0.76,0.28
7453,84.9,0.76,0.29
7454,84.93,0.76,0.3
7455,84.78,0.76,0.31
7456,84.7,0.76,0.32
7457,84.27,0.76,0.33
7458,84.51,0.76,0.34
7459,84.12,0.76,0.35
7460,84,0.76,0.36
7461,83.69,0.76,0.37
7462,84.07,0.76,0.38
7463,83.48,0.76,0.39
7464,83.5,0.76,0.4
7465,83.49,0.76,0.41
7466,83.7,0.76,0.42
7467,83.47,0.76,0.43
7468,83.26,0.76,0.44
7469,83.33,0.76,0.45
7470,83.41,0.76,0.46
7471,83.16,0.76,0.47
7472,83.35,0.76,0.48
7473,83.15,0.76,0.49
7474,83.19,0.76,0.5
7475,83.04,0.76,0.51
7476,83.05,0.76,0.52
7477,82.96,0.76,0.53
7478,83.16,0.76,0.54
7479,82.96,0.76,0.55
7480,83.03,0.76,0.56
7481,82.89,0.76,0.57
7482,83.05,0.76,0.58
7483,82.92,0.76,0.59
7484,82.82,0.76,0.6
7485,82.85,0.76,0.61
7486,82.75,0.76,0.62
7487,82.75,0.76,0.63
7488,82.78,0.76,0.64
7489,82.75,0.76,0.65
7490,82.88,0.76,0.66
7491,82.69,0.76,0.67
7492,82.84,0.76,0.68
7493,82.86,0.76,0.69
7494,82.86,0.76,0.7
7495,82.75,0.76,0.71
7496,82.84,0.76,0.72
7497,82.79,0.76,0.73
7498,82.76,0.76,0.74
7499,82.86,0.76,0.75
7500,82.76,0.76,0.76
7501,82.76,0.76,0.77
7502,82.88,0.76,0.78
7503,82.91,0.76,0.79
7504,82.85,0.76,0.8
7505,82.93,0.76,0.81
7506,82.74,0.76,0.82
7507,82.86,0.76,0.83
7508,82.79,0.76,0.84
7509,82.69,0.76,0.85
7510,82.77,0.76,0.86
7511,82.82,0.76,0.87
7512,82.77,0.76,0.88
7513,82.83,0.76,0.89
7514,82.87,0.76,0.9
7515,82.87,0.76,0.91
7516,82.74,0.76,0.92
7517,82.8,0.76,0.93
7518,82.91,0.76,0.94
7519,82.52,0.76,0.95
7520,82.91,0.76,0.96
7521,82.95,0.76,0.97
7522,82.89,0.76,0.98
7523,82.86,0.76,0.99
7524,98.7,0.77,0.01
7525,98.68,0.77,0.02
7526,98.69,0.77,0.03
7527,98.61,0.77,0.04
7528,98.63,0.77,0.05
7529,98.31,0.77,0.06
7530,98.36,0.77,0.07
7531,98.62,0.77,0.08
7532,98.07,0.77,0.09
7533,96.91,0.77,0.1
7534,96.8,0.77,0.11
7535,94.83,0.77,0.12
7536,95.27,0.77,0.13
7537,93.29,0.77,0.14
7538,92.45,0.77,0.15
7539,90.96,0.77,0.16
7540,89.68,0.77,0.17
7541,89.51,0.77,0.18
7542,89.13,0.77,0.19
7543,88.07,0.77,0.2
7544,88.09,0.77,0.21
7545,87.18,0.77,0.22
7546,86.63,0.77,0.23
7547,86.4,0.77,0.24
7548,86.17,0.77,0.25
7549,85.85,0.77,0.26
7550,85.62,0.77,0.27
7551,85.37,0.77,0.28
7552,85.17,0.77,0.29
7553,85.06,0.77,0.3
7554,84.84,0.77,0.31
7555,84.89,0.77,0.32
7556,84.24,0.77,0.33
7557,84.63,0.77,0.34
7558,83.95,0.77,0.35
7559,84.23,0.77,0.36
7560,84.11,0.77,0.37
7561,83.92,0.77,0.38
7562,83.96,0.77,0.39
7563,83.77,0.77,0.4
7564,83.57,0.77,0.41
7565,83.53,0.77,0.42
7566,83.62,0.77,0.43
7567,83.51,0.77,0.44
7568,83.4,0.77,0.45
7569,83.47,0.77,0.46
7570,83.43,0.77,0.47
7571,83.26,0.77,0.48
7572,83.33,0.77,0.49
7573,83.12,0.77,0.5
7574,83.3,0.77,0.51
7575,83.16,0.77,0.52
7576,83.12,0.77,0.53
7577,82.86,0.77,0.54
7578,82.91,0.77,0.55
7579,82.94,0.77,0.56
7580,83.01,0.77,0.57
7581,82.9,0.77,0.58
7582,83,0.77,0.59
7583,82.95,0.77,0.6
7584,82.94,0.77,0.61
7585,82.86,0.77,0.62
7586,82.91,0.77,0.63
7587,82.86,0.77,0.64
7588,82.99,0.77,0.65
7589,82.76,0.77,0.66
7590,82.84,0.77,0.67
7591,82.89,0.77,0.68
7592,82.88,0.77,0.69
7593,82.81,0.77,0.7
7594,82.65,0.77,0.71
7595,82.9,0.77,0.72
7596,82.89,0.77,0.73
7597,82.75,0.77,0.74
7598,82.69,0.77,0.75
7599,82.55,0.77,0.76
7600,82.76,0.77,0.77
7601,82.73,0.77,0.78
7602,82.76,0.77,0.79
7603,82.77,0.77,0.8
7604,82.8,0.77,0.81
7605,82.92,0.77,0.82
7606,82.82,0.77,0.83
7607,82.81,0.77,0.84
7608,82.74,0.77,0.85
7609,82.75,0.77,0.86
7610,82.74,0.77,0.87
7611,82.85,0.77,0.88
7612,82.85,0.77,0.89
7613,82.82,0.77,0.9
7614,82.82,0.77,0.91
7615,82.78,0.77,0.92
7616,82.92,0.77,0.93
7617,82.87,0.77,0.94
7618,82.91,0.77,0.95
7619,82.84,0.77,0.96
7620,82.84,0.77,0.97
7621,82.85,0.77,0.98
7622,82.9,0.77,0.99
7623,98.68,0.78,0.01
7624,98.65,0.78,0.02
7625,98.69,0.78,0.03
7626,98.6,0.78,0.04
7627,98.54,0.78,0.05
7628,98.51,0.78,0.06
7629,98.3,0.78,0.07
7630,98.17,0.78,0.08
7631,98.25,0.78,0.09
7632,98.04,0.78,0.1
7633,96.44,0.78,0.11
7634,95.66,0.78,0.12
7635,96.67,0.78,0.13
7636,92.08,0.78,0.14
7637,91.92,0.78,0.15
7638,90,0.78,0.16
7639,90.24,0.78,0.17
7640,90.44,0.78,0.18
7641,89.1,0.78,0.19
7642,87.18,0.78,0.2
7643,88.04,0.78,0.21
7644,86.91,0.78,0.22
7645,87.1,0.78,0.23
7646,86.38,0.78,0.24
7647,85.98,0.78,0.25
7648,86.14,0.78,0.26
7649,85.85,0.78,0.27
7650,85.42,0.78,0.28
7651,85.25,0.78,0.29
7652,85.29,0.78,0.3
7653,84.9,0.78,0.31
7654,84.77,0.78,0.32
7655,84.91,0.78,0.33
7656,84.31,0.78,0.34
7657,84.36,0.78,0.35
7658,84.23,0.78,0.36
7659,84.23,0.78,0.37
7660,84.11,0.78,0.38
7661,83.88,0.78,0.39
7662,83.84,0.78,0.4
7663,83.85,0.78,0.41
7664,83.69,0.78,0.42
7665,83.59,0.78,0.43
7666,83.37,0.78,0.44
7667,83.57,0.78,0.45
7668,83.4,0.78,0.46
7669,83.3,0.78,0.47
7670,83.28,0.78,0.48
7671,83.3,0.78,0.49
7672,83.23,0.78,0.5
7673,83.07,0.78,0.51
7674,83.25,0.78,0.52
7675,83.15,0.78,0.53
7676,83.18,0.78,0.54
7677,83.15,0.78,0.55
7678,83.01,0.78,0.56
7679,82.97,0.78,0.57
7680,83.02,0.78,0.58
7681,83.12,0.78,0.59
7682,82.97,0.78,0.6
7683,82.99,0.78,0.61
7684,82.73,0.78,0.62
7685,82.98,0.78,0.63
7686,82.92,0.78,0.64
7687,82.94,0.78,0.65
7688,82.86,0.78,0.66
7689,82.93,0.78,0.67
7690,82.97,0.78,0.68
7691,82.79,0.78,0.69
7692,82.85,0.78,0.7
7693,82.9,0.78,0.71
7694,82.87,0.78,0.72
7695,82.74,0.78,0.73
7696,82.95,0.78,0.74
7697,82.87,0.78,0.75
7698,82.82,0.78,0.76
7699,82.84,0.78,0.77
7700,82.63,0.78,0.78
7701,82.63,0.78,0.79
7702,82.91,0.78,0.8
7703,82.73,0.78,0.81
7704,82.89,0.78,0.82
7705,82.88,0.78,0.83
7706,82.95,0.78,0.84
7707,82.71,0.78,0.85
7708,82.7,0.78,0.86
7709,82.84,0.78,0.87
7710,82.85,0.78,0.88
7711,82.86,0.78,0.89
7712,82.87,0.78,0.9
7713,82.96,0.78,0.91
7714,82.85,0.78,0.92
7715,82.93,0.78,0.93
7716,82.95,0.78,0.94
7717,82.93,0.78,0.95
7718,82.94,0.78,0.96
7719,82.95,0.78,0.97
7720,82.95,0.78,0.98
7721,82.91,0.78,0.99
7722,98.67,0.79,0.01
7723,98.67,0.79,0.02
7724,98.7,0.79,0.03
7725,98.59,0.79,0.04
7726,98.51,0.79,0.05
7727,98.53,0.79,0.06
7728,98.5,0.79,0.07
7729,98.31,0.79,0.08
7730,98.41,0.79,0.09
7731,98.33,0.79,0.1
7732,98.25,0.79,0.11
7733,97.77,0.79,0.12
7734,96.75,0.79,0.13
7735,93.2,0.79,0.14
7736,92.55,0.79,0.15
7737,91.02,0.79,0.16
7738,89.98,0.79,0.17
7739,89.44,0.79,0.18
7740,89.29,0.79,0.19
7741,88.49,0.79,0.2
7742,87.67,0.79,0.21
7743,87.79,0.79,0.22
7744,86.76,0.79,0.23
7745,86.47,0.79,0.24
7746,86.12,0.79,0.25
7747,86.3,0.79,0.26
7748,85.95,0.79,0.27
7749,85.81,0.79,0.28
7750,85.38,0.79,0.29
7751,84.94,0.79,0.3
7752,85.16,0.79,0.31
7753,84.89,0.79,0.32
7754,84.56,0.79,0.33
7755,84.31,0.79,0.34
7756,84.53,0.79,0.35
7757,84.19,0.79,0.36
7758,84.21,0.79,0.37
7759,84.11,0.79,0.38
7760,83.71,0.79,0.39
7761,83.88,0.79,0.4
7762,83.71,0.79,0.41
7763,83.63,0.79,0.42
7764,83.39,0.79,0.43
7765,83.67,0.79,0.44
7766,83.31,0.79,0.45
7767,83.59,0.79,0.46
7768,83.36,0.79,0.47
7769,83.18,0.79,0.48
7770,83.3,0.79,0.49
7771,83.3,0.79,0.5
7772,83.14,0.79,0.51
7773,83.15,0.79,0.52
7774,83.12,0.79,0.53
7775,83.15,0.79,0.54
7776,83.15,0.79,0.55
7777,83.06,0.79,0.56
7778,82.96,0.79,0.57
7779,82.9,0.79,0.58
7780,83.19,0.79,0.59
7781,83.06,0.79,0.6
7782,83.02,0.79,0.61
7783,83.04,0.79,0.62
7784,82.92,0.79,0.63
7785,82.95,0.79,0.64
7786,82.94,0.79,0.65
7787,82.88,0.79,0.66
7788,83.07,0.79,0.67
7789,82.91,0.79,0.68
7790,82.84,0.79,0.69
7791,82.86,0.79,0.7
7792,82.93,0.79,0.71
7793,82.88,0.79,0.72
7794,82.78,0.79,0.73
7795,82.95,0.79,0.74
7796,82.89,0.79,0.75
7797,82.98,0.79,0.76
7798,82.83,0.79,0.77
7799,82.86,0.79,0.78
7800,82.93,0.79,0.79
7801,82.89,0.79,0.8
7802,82.93,0.79,0.81
7803,82.88,0.79,0.82
7804,82.78,0.79,0.83
7805,82.88,0.79,0.84
7806,82.94,0.79,0.85
7807,82.83,0.79,0.86
7808,82.87,0.79,0.87
7809,82.95,0.79,0.88
7810,82.8,0.79,0.89
7811,82.85,0.79,0.9
7812,82.88,0.79,0.91
7813,82.96,0.79,0.92
7814,82.89,0.79,0.93
7815,82.92,0.79,0.94
7816,82.92,0.79,0.95
7817,82.94,0.79,0.96
7818,82.86,0.79,0.97
7819,82.99,0.79,0.98
7820,82.99,0.79,0.99
7821,98.67,0.8,0.01
7822,98.69,0.8,0.02
7823,98.65,0.8,0.03
7824,98.53,0.8,0.04
7825,98.64,0.8,0.05
7826,98.59,0.8,0.06
7827,98.46,0.8,0.07
7828,98.46,0.8,0.08
7829,98.45,0.8,0.09
7830,98.43,0.8,0.1
7831,98.62,0.8,0.11
7832,94.44,0.8,0.12
7833,94.53,0.8,0.13
7834,93.49,0.8,0.14
7835,91.25,0.8,0.15
7836,91.87,0.8,0.16
7837,89.99,0.8,0.17
7838,89.42,0.8,0.18
7839,88.83,0.8,0.19
7840,88.72,0.8,0.2
7841,88.32,0.8,0.21
7842,87.15,0.8,0.22
7843,87.04,0.8,0.23
7844,86.56,0.8,0.24
7845,86.3,0.8,0.25
7846,86.02,0.8,0.26
7847,85.51,0.8,0.27
7848,85.59,0.8,0.28
7849,85.34,0.8,0.29
7850,84.87,0.8,0.3
7851,84.89,0.8,0.31
7852,84.62,0.8,0.32
7853,85.17,0.8,0.33
7854,84.81,0.8,0.34
7855,84.43,0.8,0.35
7856,84.13,0.8,0.36
7857,84.19,0.8,0.37
7858,83.91,0.8,0.38
7859,83.86,0.8,0.39
7860,83.86,0.8,0.4
7861,83.74,0.8,0.41
7862,83.63,0.8,0.42
7863,83.49,0.8,0.43
7864,83.61,0.8,0.44
7865,83.32,0.8,0.45
7866,83.35,0.8,0.46
7867,83.32,0.8,0.47
7868,83.55,0.8,0.48
7869,83.21,0.8,0.49
7870,83.18,0.8,0.5
7871,83.25,0.8,0.51
7872,83.05,0.8,0.52
7873,83.12,0.8,0.53
7874,83.12,0.8,0.54
7875,82.94,0.8,0.55
7876,83.21,0.8,0.56
7877,83.2,0.8,0.57
7878,83.08,0.8,0.58
7879,82.91,0.8,0.59
7880,83.01,0.8,0.6
7881,82.94,0.8,0.61
7882,83.04,0.8,0.62
7883,83,0.8,0.63
7884,82.92,0.8,0.64
7885,82.94,0.8,0.65
7886,82.84,0.8,0.66
7887,82.81,0.8,0.67
7888,82.99,0.8,0.68
7889,82.93,0.8,0.69
7890,82.86,0.8,0.7
7891,82.94,0.8,0.71
7892,82.9,0.8,0.72
7893,82.85,0.8,0.73
7894,82.87,0.8,0.74
7895,82.98,0.8,0.75
7896,82.91,0.8,0.76
7897,82.94,0.8,0.77
7898,82.88,0.8,0.78
7899,82.92,0.8,0.79
7900,82.92,0.8,0.8
7901,82.95,0.8,0.81
7902,82.93,0.8,0.82
7903,82.87,0.8,0.83
7904,82.86,0.8,0.84
7905,82.91,0.8,0.85
7906,82.75,0.8,0.86
7907,82.92,0.8,0.87
7908,82.82,0.8,0.88
7909,82.94,0.8,0.89
7910,82.9,0.8,0.9
7911,82.9,0.8,0.91
7912,82.89,0.8,0.92
7913,82.93,0.8,0.93
7914,82.92,0.8,0.94
7915,82.81,0.8,0.95
7916,82.99,0.8,0.96
7917,82.98,0.8,0.97
7918,82.9,0.8,0.98
7919,82.99,0.8,0.99
7920,98.67,0.81,0.01
7921,98.66,0.81,0.02
7922,98.68,0.81,0.03
7923,98.61,0.81,0.04
7924,98.68,0.81,0.05
7925,98.53,0.81,0.06
7926,98.57,0.81,0.07
7927,98.23,0.81,0.08
7928,98.55,0.81,0.09
7929,98.31,0.81,0.1
7930,96.73,0.81,0.11
7931,96.28,0.81,0.12
7932,94.88,0.81,0.13
7933,92.72,0.81,0.14
7934,90.99,0.81,0.15
7935,90.95,0.81,0.16
7936,89.74,0.81,0.17
7937,89.13,0.81,0.18
7938,89.27,0.81,0.19
7939,88.59,0.81,0.2
7940,87.16,0.81,0.21
7941,87.22,0.81,0.22
7942,86.82,0.81,0.23
7943,86.5,0.81,0.24
7944,86.29,0.81,0.25
7945,85.65,0.81,0.26
7946,86.04,0.81,0.27
7947,85.73,0.81,0.28
7948,85.14,0.81,0.29
7949,85.5,0.81,0.3
7950,84.67,0.81,0.31
7951,84.75,0.81,0.32
7952,84.61,0.81,0.33
7953,84.62,0.81,0.34
7954,84.47,0.81,0.35
7955,84.26,0.81,0.36
7956,84.14,0.81,0.37
7957,83.94,0.81,0.38
7958,83.96,0.81,0.39
7959,83.91,0.81,0.4
7960,83.76,0.81,0.41
7961,84.03,0.81,0.42
7962,83.58,0.81,0.43
7963,83.69,0.81,0.44
7964,83.52,0.81,0.45
7965,83.25,0.81,0.46
7966,83.35,0.81,0.47
7967,83.37,0.81,0.48
7968,83.33,0.81,0.49
7969,83.33,0.81,0.5
7970,83.24,0.81,0.51
7971,83.29,0.81,0.52
7972,83.17,0.81,0.53
7973,83.07,0.81,0.54
7974,82.99,0.81,0.55
7975,82.99,0.81,0.56
7976,83.11,0.81,0.57
7977,83.02,0.81,0.58
7978,83.06,0.81,0.59
7979,83.03,0.81,0.6
7980,83.03,0.81,0.61
7981,83,0.81,0.62
7982,82.97,0.81,0.63
7983,82.99,0.81,0.64
7984,83.04,0.81,0.65
7985,82.95,0.81,0.66
7986,82.96,0.81,0.67
7987,82.93,0.81,0.68
7988,82.96,0.81,0.69
7989,82.95,0.81,0.7
7990,82.88,0.81,0.71
7991,82.98,0.81,0.72
7992,82.88,0.81,0.73
7993,82.92,0.81,0.74
7994,82.91,0.81,0.75
7995,82.94,0.81,0.76
7996,82.92,0.81,0.77
7997,82.81,0.81,0.78
7998,82.94,0.81,0.79
7999,82.95,0.81,0.8
8000,82.97,0.81,0.81
8001,82.85,0.81,0.82
8002,82.89,0.81,0.83
8003,82.91,0.81,0.84
8004,82.82,0.81,0.85
8005,82.9,0.81,0.86
8006,82.94,0.81,0.87
8007,82.9,0.81,0.88
8008,82.91,0.81,0.89
8009,82.94,0.81,0.9
8010,82.94,0.81,0.91
8011,82.82,0.81,0.92
8012,82.91,0.81,0.93
8013,82.92,0.81,0.94
8014,83.01,0.81,0.95
8015,82.96,0.81,0.96
8016,82.95,0.81,0.97
8017,82.94,0.81,0.98
8018,82.92,0.81,0.99
8019,98.67,0.82,0.01
8020,98.69,0.82,0.02
8021,98.61,0.82,0.03
8022,98.65,0.82,0.04
8023,98.62,0.82,0.05
8024,98.53,0.82,0.06
8025,98.61,0.82,0.07
8026,98.5,0.82,0.08
8027,98.61,0.82,0.09
8028,97.76,0.82,0.1
8029,98.17,0.82,0.11
8030,95.26,0.82,0.12
8031,93.46,0.82,0.13
8032,93.52,0.82,0.14
8033,91.62,0.82,0.15
8034,90.6,0.82,0.16
8035,89.83,0.82,0.17
8036,89.06,0.82,0.18
8037,88.73,0.82,0.19
8038,88.51,0.82,0.2
8039,87.35,0.82,0.21
8040,87.49,0.82,0.22
8041,87.23,0.82,0.23
8042,86.5,0.82,0.24
8043,86.22,0.82,0.25
8044,86.26,0.82,0.26
8045,86.41,0.82,0.27
8046,85.66,0.82,0.28
8047,85.27,0.82,0.29
8048,85.32,0.82,0.3
8049,85.23,0.82,0.31
8050,84.84,0.82,0.32
8051,84.76,0.82,0.33
8052,84.46,0.82,0.34
8053,84.46,0.82,0.35
8054,84.13,0.82,0.36
8055,84.06,0.82,0.37
8056,83.94,0.82,0.38
8057,83.85,0.82,0.39
8058,83.82,0.82,0.4
8059,83.83,0.82,0.41
8060,83.97,0.82,0.42
8061,83.74,0.82,0.43
8062,83.78,0.82,0.44
8063,83.39,0.82,0.45
8064,83.53,0.82,0.46
8065,83.56,0.82,0.47
8066,83.27,0.82,0.48
8067,83.25,0.82,0.49
8068,83.27,0.82,0.5
8069,83.21,0.82,0.51
8070,83.31,0.82,0.52
8071,83.24,0.82,0.53
8072,83.15,0.82,0.54
8073,83.32,0.82,0.55
8074,83.18,0.82,0.56
8075,83.15,0.82,0.57
8076,83.29,0.82,0.58
8077,83.15,0.82,0.59
8078,82.94,0.82,0.6
8079,83,0.82,0.61
8080,82.98,0.82,0.62
8081,83.15,0.82,0.63
8082,83.05,0.82,0.64
8083,82.97,0.82,0.65
8084,82.94,0.82,0.66
8085,83.01,0.82,0.67
8086,83.03,0.82,0.68
8087,82.99,0.82,0.69
8088,82.93,0.82,0.7
8089,83.02,0.82,0.71
8090,82.95,0.82,0.72
8091,82.9,0.82,0.73
8092,82.82,0.82,0.74
8093,82.92,0.82,0.75
8094,82.92,0.82,0.76
8095,82.89,0.82,0.77
8096,82.89,0.82,0.78
8097,82.93,0.82,0.79
8098,82.85,0.82,0.8
8099,82.84,0.82,0.81
8100,82.75,0.82,0.82
8101,82.94,0.82,0.83
8102,82.81,0.82,0.84
8103,82.89,0.82,0.85
8104,82.88,0.82,0.86
8105,82.93,0.82,0.87
8106,82.94,0.82,0.88
8107,82.93,0.82,0.89
8108,82.87,0.82,0.9
8109,82.91,0.82,0.91
8110,82.85,0.82,0.92
8111,82.94,0.82,0.93
8112,82.97,0.82,0.94
8113,82.95,0.82,0.95
8114,82.9,0.82,0.96
8115,82.99,0.82,0.97
8116,82.96,0.82,0.98
8117,82.97,0.82,0.99
8118,98.7,0.83,0.01
8119,98.67,0.83,0.02
8120,98.66,0.83,0.03
8121,98.64,0.83,0.04
8122,98.55,0.83,0.05
8123,98.55,0.83,0.06
8124,98.37,0.83,0.07
8125,98.24,0.83,0.08
8126,98.48,0.83,0.09
8127,97,0.83,0.1
8128,98.23,0.83,0.11
8129,95.83,0.83,0.12
8130,94.15,0.83,0.13
8131,94.03,0.83,0.14
8132,91.81,0.83,0.15
8133,91.21,0.83,0.16
8134,91.44,0.83,0.17
8135,89.93,0.83,0.18
8136,89.04,0.83,0.19
8137,88.31,0.83,0.2
8138,88.13,0.83,0.21
8139,87.33,0.83,0.22
8140,87.35,0.83,0.23
8141,86.76,0.83,0.24
8142,86.49,0.83,0.25
8143,86.66,0.83,0.26
8144,86.24,0.83,0.27
8145,85.78,0.83,0.28
8146,85.82,0.83,0.29
8147,85.08,0.83,0.3
8148,85.03,0.83,0.31
8149,84.82,0.83,0.32
8150,84.85,0.83,0.33
8151,84.52,0.83,0.34
8152,84.7,0.83,0.35
8153,84.5,0.83,0.36
8154,83.92,0.83,0.37
8155,84.22,0.83,0.38
8156,84.23,0.83,0.39
8157,83.88,0.83,0.4
8158,83.97,0.83,0.41
8159,83.78,0.83,0.42
8160,83.67,0.83,0.43
8161,83.7,0.83,0.44
8162,83.44,0.83,0.45
8163,83.57,0.83,0.46
8164,83.45,0.83,0.47
8165,83.41,0.83,0.48
8166,83.38,0.83,0.49
8167,83.55,0.83,0.5
8168,83.2,0.83,0.51
8169,83.25,0.83,0.52
8170,83.18,0.83,0.53
8171,83.22,0.83,0.54
8172,83.29,0.83,0.55
8173,83.17,0.83,0.56
8174,83.07,0.83,0.57
8175,83.18,0.83,0.58
8176,83.03,0.83,0.59
8177,82.95,0.83,0.6
8178,83.11,0.83,0.61
8179,83.04,0.83,0.62
8180,82.98,0.83,0.63
8181,83.04,0.83,0.64
8182,82.99,0.83,0.65
8183,82.97,0.83,0.66
8184,83.03,0.83,0.67
8185,82.96,0.83,0.68
8186,82.9,0.83,0.69
8187,82.99,0.83,0.7
8188,82.93,0.83,0.71
8189,82.87,0.83,0.72
8190,82.87,0.83,0.73
8191,82.96,0.83,0.74
8192,82.9,0.83,0.75
8193,82.9,0.83,0.76
8194,83.07,0.83,0.77
8195,82.95,0.83,0.78
8196,82.94,0.83,0.79
8197,83.02,0.83,0.8
8198,82.87,0.83,0.81
8199,82.85,0.83,0.82
8200,82.96,0.83,0.83
8201,82.9,0.83,0.84
8202,82.89,0.83,0.85
8203,82.95,0.83,0.86
8204,82.95,0.83,0.87
8205,82.94,0.83,0.88
8206,82.92,0.83,0.89
