id,mean_predators,ph,pp
7543,41.95,0.77,0.2
7544,41.55,0.77,0.21
7545,45.83,0.77,0.22
7546,47.44,0.77,0.23
7547,48.25,0.77,0.24
7548,49.38,0.77,0.25
7549,50.99,0.77,0.26
7550,51,0.77,0.27
7551,52.22,0.77,0.28
7552,52.16,0.77,0.29
7553,53.63,0.77,0.3
7554,54.01,0.77,0.31
7555,54.9,0.77,0.32
7556,56.02,0.77,0.33
7557,55.29,0.77,0.34
7558,57.52,0.77,0.35
7559,56.54,0.77,0.36
7560,58.29,0.77,0.37
7561,58,0.77,0.38
7562,58.63,0.77,0.39
7563,58.66,0.77,0.4
7564,59.53,0.77,0.41
7565,60.23,0.77,0.42
7566,59.76,0.77,0.43
7567,60.34,0.77,0.44
7568,61.09,0.77,0.45
7569,60.78,0.77,0.46
7570,61.5,0.77,0.47
7571,61.49,0.77,0.48
7572,61.36,0.77,0.49
7573,62.03,0.77,0.5
7574,62.41,0.77,0.51
7575,62.31,0.77,0.52
7576,62.64,0.77,0.53
7577,63.13,0.77,0.54
7578,62.67,0.77,0.55
7579,63.16,0.77,0.56
7580,62.94,0.77,0.57
7581,62.95,0.77,0.58
7582,63.09,0.77,0.59
7583,63.44,0.77,0.6
7584,63.57,0.77,0.61
7585,63.67,0.77,0.62
7586,63.74,0.77,0.63
7587,63.78,0.77,0.64
7588,63.77,0.77,0.65
7589,63.77,0.77,0.66
7590,64.04,0.77,0.67
7591,64.21,0.77,0.68
7592,64.3,0.77,0.69
7593,63.86,0.77,0.7
7594,64.03,0.77,0.71
7595,64.15,0.77,0.72
7596,64.23,0.77,0.73
7597,64.21,0.77,0.74
7598,64.29,0.77,0.75
7599,64.02,0.77,0.76
7600,64.47,0.77,0.77
7601,64.67,0.77,0.78
7602,64.54,0.77,0.79
7603,64.57,0.77,0.8
7604,64.57,0.77,0.81
7605,64.89,0.77,0.82
7606,64.63,0.77,0.83
7607,64.7,0.77,0.84
7608,64.53,0.77,0.85
7609,64.59,0.77,0.86
7610,64.64,0.77,0.87
7611,64.83,0.77,0.88
7612,64.79,0.77,0.89
7613,64.77,0.77,0.9
7614,64.85,0.77,0.91
7615,64.81,0.77,0.92
7616,64.94,0.77,0.93
7617,64.84,0.77,0.94
7618,64.91,0.77,0.95
7619,64.88,0.77,0.96
7620,64.88,0.77,0.97
7621,64.87,0.77,0.98
7622,64.93,0.77,0.99
7623,0.44,0.78,0.01
7624,0.6,0.78,0.02
7625,0.44,0.78,0.03
7626,0.76,0.78,0.04
7627,1.04,0.78,0.05
7628,1.16,0.78,0.06
7629,1.96,0.78,0.07
7630,2.48,0.78,0.08
7631,2.2,0.78,0.09
7632,3.04,0.78,0.1
7633,9.53,0.78,0.11
7634,12.87,0.78,0.12
7635,8.59,0.78,0.13
7636,26.93,0.78,0.14
7637,27.82,0.78,0.15
7638,34.9,0.78,0.16
7639,33.87,0.78,0.17
7640,33.49,0.78,0.18
7641,38.56,0.78,0.19
7642,45.25,0.78,0.2
7643,42.41,0.78,0.21
7644,46.62,0.78,0.22
7645,46.34,0.78,0.23
7646,48.32,0.78,0.24
7647,49.78,0.78,0.25
7648,49.72,0.78,0.26
7649,50.56,0.78,0.27
7650,52.43,0.78,0.28
7651,52.46,0.78,0.29
7652,53.1,0.78,0.3
7653,54.61,0.78,0.31
7654,54.17,0.78,0.32
7655,54.63,0.78,0.33
7656,56.17,0.78,0.34
7657,56.59,0.78,0.35
7658,57.4,0.78,0.36
7659,57.7,0.78,0.37
7660,59.09,0.78,0.38
7661,57.38,0.78,0.39
7662,58.35,0.78,0.4
7663,59.44,0.78,0.41
7664,59.41,0.78,0.42
7665,60.29,0.78,0.43
7666,60.57,0.78,0.44
7667,59.67,0.78,0.45
7668,60.71,0.78,0.46
7669,60.94,0.78,0.47
7670,61.45,0.78,0.48
7671,62.03,0.78,0.49
7672,62.05,0.78,0.5
7673,62.47,0.78,0.51
7674,62.52,0.78,0.52
7675,61.92,0.78,0.53
7676,62.64,0.78,0.54
7677,62.75,0.78,0.55
7678,62.79,0.78,0.56
7679,63,0.78,0.57
7680,62.87,0.78,0.58
7681,63.17,0.78,0.59
7682,63.46,0.78,0.6
7683,63.68,0.78,0.61
7684,63.43,0.78,0.62
7685,63.44,0.78,0.63
7686,63.61,0.78,0.64
7687,63.85,0.78,0.65
7688,64.01,0.78,0.66
7689,63.65,0.78,0.67
7690,63.78,0.78,0.68
7691,64.39,0.78,0.69
7692,64.14,0.78,0.7
7693,63.99,0.78,0.71
7694,64.39,0.78,0.72
7695,64.35,0.78,0.73
7696,64.48,0.78,0.74
7697,64.45,0.78,0.75
7698,64.64,0.78,0.76
7699,64.41,0.78,0.77
7700,64.25,0.78,0.78
7701,64.47,0.78,0.79
7702,64.74,0.78,0.8
7703,64.59,0.78,0.81
7704,64.75,0.78,0.82
7705,64.84,0.78,0.83
7706,64.76,0.78,0.84
7707,64.63,0.78,0.85
7708,64.66,0.78,0.86
7709,64.73,0.78,0.87
7710,64.8,0.78,0.88
7711,64.79,0.78,0.89
7712,64.87,0.78,0.9
7713,64.95,0.78,0.91
7714,64.82,0.78,0.92
7715,64.94,0.78,0.93
7716,64.97,0.78,0.94
7717,64.9,0.78,0.95
7718,64.92,0.78,0.96
7719,64.96,0.78,0.97
7720,64.96,0.78,0.98
7721,64.92,0.78,0.99
7722,0.52,0.79,0.01
7723,0.52,0.79,0.02
7724,0.4,0.79,0.03
7725,0.84,0.79,0.04
7726,1.16,0.79,0.05
7727,1.08,0.79,0.06
7728,1.2,0.79,0.07
7729,1.96,0.79,0.08
7730,1.56,0.79,0.09
7731,1.88,0.79,0.1
7732,2.16,0.79,0.11
7733,4.08,0.79,0.12
7734,8.57,0.79,0.13
7735,22.53,0.79,0.14
7736,25.04,0.79,0.15
7737,30.97,0.79,0.16
7738,35.15,0.79,0.17
7739,37.08,0.79,0.18
7740,37.92,0.79,0.19
7741,40.47,0.79,0.2
7742,43.38,0.79,0.21
7743,43.81,0.79,0.22
7744,47.29,0.79,0.23
7745,48.72,0.79,0.24
7746,49.88,0.79,0.25
7747,49,0.79,0.26
7748,49.84,0.79,0.27
7749,50.89,0.79,0.28
7750,52.29,0.79,0.29
7751,54.31,0.79,0.3
7752,53.6,0.79,0.31
7753,54.16,0.79,0.32
7754,56.02,0.79,0.33
7755,57,0.79,0.34
7756,56.2,0.79,0.35
7757,57.09,0.79,0.36
7758,57.81,0.79,0.37
7759,57.9,0.79,0.38
7760,58.98,0.79,0.39
7761,59.33,0.79,0.4
7762,59.08,0.79,0.41
7763,60.24,0.79,0.42
7764,60.73,0.79,0.43
7765,60.15,0.79,0.44
7766,60.59,0.79,0.45
7767,60.61,0.79,0.46
7768,61.16,0.79,0.47
7769,61.58,0.79,0.48
7770,61.65,0.79,0.49
7771,61.56,0.79,0.5
7772,62.12,0.79,0.51
7773,61.96,0.79,0.52
7774,62.22,0.79,0.53
7775,62.05,0.79,0.54
7776,63.24,0.79,0.55
7777,62.89,0.79,0.56
7778,63.47,0.79,0.57
7779,63.02,0.79,0.58
7780,63.43,0.79,0.59
7781,63.36,0.79,0.6
7782,63.3,0.79,0.61
7783,63.86,0.79,0.62
7784,63.52,0.79,0.63
7785,63.88,0.79,0.64
7786,63.33,0.79,0.65
7787,64.06,0.79,0.66
7788,63.93,0.79,0.67
7789,64.04,0.79,0.68
7790,64,0.79,0.69
7791,64.27,0.79,0.7
7792,64.32,0.79,0.71
7793,64.08,0.79,0.72
7794,64.35,0.79,0.73
7795,64.45,0.79,0.74
7796,64.61,0.79,0.75
7797,64.52,0.79,0.76
7798,64.38,0.79,0.77
7799,64.61,0.79,0.78
7800,64.75,0.79,0.79
7801,64.69,0.79,0.8
7802,64.65,0.79,0.81
7803,64.67,0.79,0.82
7804,64.62,0.79,0.83
7805,64.72,0.79,0.84
7806,64.9,0.79,0.85
7807,64.73,0.79,0.86
7808,64.79,0.79,0.87
7809,64.87,0.79,0.88
7810,64.7,0.79,0.89
7811,64.87,0.79,0.9
7812,64.88,0.79,0.91
7813,64.92,0.79,0.92
7814,64.87,0.79,0.93
7815,64.9,0.79,0.94
7816,64.9,0.79,0.95
7817,64.96,0.79,0.96
7818,64.89,0.79,0.97
7819,65,0.79,0.98
7820,64.99,0.79,0.99
7821,0.52,0.8,0.01
7822,0.44,0.8,0.02
7823,0.6,0.8,0.03
7824,1.04,0.8,0.04
7825,0.64,0.8,0.05
7826,0.84,0.8,0.06
7827,1.36,0.8,0.07
7828,1.36,0.8,0.08
7829,1.4,0.8,0.09
7830,1.44,0.8,0.1
7831,0.72,0.8,0.11
7832,17.54,0.8,0.12
7833,17.39,0.8,0.13
7834,21.57,0.8,0.14
7835,30.29,0.8,0.15
7836,28.35,0.8,0.16
7837,35.1,0.8,0.17
7838,37.32,0.8,0.18
7839,39.2,0.8,0.19
7840,40.28,0.8,0.2
7841,41.87,0.8,0.21
7842,45.89,0.8,0.22
7843,46.81,0.8,0.23
7844,48.19,0.8,0.24
7845,48.61,0.8,0.25
7846,50.53,0.8,0.26
7847,51.73,0.8,0.27
7848,52,0.8,0.28
7849,53.23,0.8,0.29
7850,54.92,0.8,0.3
7851,54.61,0.8,0.31
7852,55.5,0.8,0.32
7853,54.48,0.8,0.33
7854,55.57,0.8,0.34
7855,56.57,0.8,0.35
7856,57.53,0.8,0.36
7857,57.87,0.8,0.37
7858,58.61,0.8,0.38
7859,59,0.8,0.39
7860,58.49,0.8,0.4
7861,59.49,0.8,0.41
7862,59.6,0.8,0.42
7863,60.34,0.8,0.43
7864,59.68,0.8,0.44
7865,60.69,0.8,0.45
7866,60.45,0.8,0.46
7867,61.75,0.8,0.47
7868,61.24,0.8,0.48
7869,61.4,0.8,0.49
7870,61.89,0.8,0.5
7871,62.21,0.8,0.51
7872,62.52,0.8,0.52
7873,62.94,0.8,0.53
7874,63.01,0.8,0.54
7875,62.85,0.8,0.55
7876,63.2,0.8,0.56
7877,62.96,0.8,0.57
7878,63.01,0.8,0.58
7879,63.12,0.8,0.59
7880,63.35,0.8,0.6
7881,63.35,0.8,0.61
7882,63.44,0.8,0.62
7883,63.24,0.8,0.63
7884,63.93,0.8,0.64
7885,63.83,0.8,0.65
7886,63.97,0.8,0.66
7887,63.87,0.8,0.67
7888,64.15,0.8,0.68
7889,64.16,0.8,0.69
7890,64.2,0.8,0.7
7891,64.21,0.8,0.71
7892,64.17,0.8,0.72
7893,64.27,0.8,0.73
7894,64.38,0.8,0.74
7895,64.55,0.8,0.75
7896,64.62,0.8,0.76
7897,64.53,0.8,0.77
7898,64.54,0.8,0.78
7899,64.61,0.8,0.79
7900,64.7,0.8,0.8
7901,64.75,0.8,0.81
7902,64.83,0.8,0.82
7903,64.77,0.8,0.83
7904,64.7,0.8,0.84
7905,64.82,0.8,0.85
7906,64.67,0.8,0.86
7907,64.85,0.8,0.87
7908,64.72,0.8,0.88
7909,64.88,0.8,0.89
7910,64.85,0.8,0.9
7911,64.91,0.8,0.91
7912,64.85,0.8,0.92
7913,64.94,0.8,0.93
7914,64.89,0.8,0.94
7915,64.86,0.8,0.95
7916,64.96,0.8,0.96
7917,65,0.8,0.97
7918,64.92,0.8,0.98
7919,65,0.8,0.99
7920,0.52,0.81,0.01
7921,0.56,0.81,0.02
7922,0.48,0.81,0.03
7923,0.76,0.81,0.04
7924,0.48,0.81,0.05
7925,1.08,0.81,0.06
7926,0.92,0.81,0.07
7927,2.28,0.81,0.08
7928,1,0.81,0.09
7929,1.96,0.81,0.1
7930,8.27,0.81,0.11
7931,10.28,0.81,0.12
7932,15.65,0.81,0.13
7933,24.71,0.81,0.14
7934,31.22,0.81,0.15
7935,31.18,0.81,0.16
7936,36.23,0.81,0.17
7937,38.62,0.81,0.18
7938,38.41,0.81,0.19
7939,40.37,0.81,0.2
7940,45.8,0.81,0.21
7941,45.82,0.81,0.22
7942,47.48,0.81,0.23
7943,48.75,0.81,0.24
7944,49.25,0.81,0.25
7945,50.89,0.81,0.26
7946,50.64,0.81,0.27
7947,51.68,0.81,0.28
7948,53.64,0.81,0.29
7949,52.65,0.81,0.3
7950,55.86,0.81,0.31
7951,56.05,0.81,0.32
7952,56.37,0.81,0.33
7953,56.12,0.81,0.34
7954,56.3,0.81,0.35
7955,57.79,0.81,0.36
7956,57.96,0.81,0.37
7957,58.23,0.81,0.38
7958,58.75,0.81,0.39
7959,59.07,0.81,0.4
7960,59.92,0.81,0.41
7961,59.27,0.81,0.42
7962,60.37,0.81,0.43
7963,60.21,0.81,0.44
7964,60.48,0.81,0.45
7965,61.64,0.81,0.46
7966,61.4,0.81,0.47
7967,61.67,0.81,0.48
7968,62.07,0.81,0.49
7969,61.75,0.81,0.5
7970,62.29,0.81,0.51
7971,62.23,0.81,0.52
7972,62.39,0.81,0.53
7973,62.78,0.81,0.54
7974,62.27,0.81,0.55
7975,62.82,0.81,0.56
7976,62.87,0.81,0.57
7977,63.72,0.81,0.58
7978,63.43,0.81,0.59
7979,63.44,0.81,0.6
7980,63.49,0.81,0.61
7981,63.66,0.81,0.62
7982,63.91,0.81,0.63
7983,63.74,0.81,0.64
7984,63.9,0.81,0.65
7985,63.71,0.81,0.66
7986,64.14,0.81,0.67
7987,64.08,0.81,0.68
7988,64,0.81,0.69
7989,64.29,0.81,0.7
7990,64.25,0.81,0.71
7991,64.39,0.81,0.72
7992,64.43,0.81,0.73
7993,64.66,0.81,0.74
7994,64.6,0.81,0.75
7995,64.46,0.81,0.76
7996,64.61,0.81,0.77
7997,64.57,0.81,0.78
7998,64.79,0.81,0.79
7999,64.64,0.81,0.8
8000,64.84,0.81,0.81
8001,64.74,0.81,0.82
8002,64.72,0.81,0.83
8003,64.76,0.81,0.84
8004,64.65,0.81,0.85
8005,64.83,0.81,0.86
8006,64.8,0.81,0.87
8007,64.76,0.81,0.88
8008,64.85,0.81,0.89
8009,64.84,0.81,0.9
8010,64.86,0.81,0.91
8011,64.7,0.81,0.92
8012,64.84,0.81,0.93
8013,64.94,0.81,0.94
8014,64.98,0.81,0.95
8015,64.96,0.81,0.96
8016,64.96,0.81,0.97
8017,64.94,0.81,0.98
8018,64.89,0.81,0.99
8019,0.52,0.82,0.01
8020,0.44,0.82,0.02
8021,0.76,0.82,0.03
8022,0.6,0.82,0.04
8023,0.72,0.82,0.05
8024,1.04,0.82,0.06
8025,0.76,0.82,0.07
8026,1.2,0.82,0.08
8027,0.76,0.82,0.09
8028,4.12,0.82,0.1
8029,2.52,0.82,0.11
8030,14.3,0.82,0.12
8031,21.45,0.82,0.13
8032,20.87,0.82,0.14
8033,28.59,0.82,0.15
8034,32.95,0.82,0.16
8035,35.7,0.82,0.17
8036,39.33,0.82,0.18
8037,40.51,0.82,0.19
8038,40.64,0.82,0.2
8039,45.03,0.82,0.21
8040,44.74,0.82,0.22
8041,46.01,0.82,0.23
8042,48.39,0.82,0.24
8043,49.08,0.82,0.25
8044,49.09,0.82,0.26
8045,49.56,0.82,0.27
8046,51.71,0.82,0.28
8047,52.68,0.82,0.29
8048,53.76,0.82,0.3
8049,53.01,0.82,0.31
8050,55.52,0.82,0.32
8051,55.37,0.82,0.33
8052,57.11,0.82,0.34
8053,56.72,0.82,0.35
8054,57.62,0.82,0.36
8055,58.49,0.82,0.37
8056,58.63,0.82,0.38
8057,59.17,0.82,0.39
8058,59.86,0.82,0.4
8059,59.05,0.82,0.41
8060,58.92,0.82,0.42
8061,59.9,0.82,0.43
8062,60.62,0.82,0.44
8063,60.6,0.82,0.45
8064,61.25,0.82,0.46
8065,60.81,0.82,0.47
8066,61.79,0.82,0.48
8067,62.04,0.82,0.49
8068,61.78,0.82,0.5
8069,62.1,0.82,0.51
8070,62.55,0.82,0.52
8071,62.4,0.82,0.53
8072,62.74,0.82,0.54
8073,63.01,0.82,0.55
8074,62.89,0.82,0.56
8075,63.26,0.82,0.57
8076,63.26,0.82,0.58
8077,63.04,0.82,0.59
8078,63.18,0.82,0.6
8079,63.64,0.82,0.61
8080,63.93,0.82,0.62
8081,63.59,0.82,0.63
8082,63.58,0.82,0.64
8083,63.89,0.82,0.65
8084,64.17,0.82,0.66
8085,64.01,0.82,0.67
8086,64.32,0.82,0.68
8087,64.32,0.82,0.69
8088,64.09,0.82,0.7
8089,64.49,0.82,0.71
8090,64.47,0.82,0.72
8091,64.5,0.82,0.73
8092,64.35,0.82,0.74
8093,64.48,0.82,0.75
8094,64.68,0.82,0.76
8095,64.57,0.82,0.77
8096,64.59,0.82,0.78
8097,64.67,0.82,0.79
8098,64.63,0.82,0.8
8099,64.58,0.82,0.81
8100,64.53,0.82,0.82
8101,64.76,0.82,0.83
8102,64.63,0.82,0.84
8103,64.74,0.82,0.85
8104,64.73,0.82,0.86
8105,64.86,0.82,0.87
8106,64.91,0.82,0.88
8107,64.76,0.82,0.89
8108,64.82,0.82,0.9
8109,64.79,0.82,0.91
8110,64.77,0.82,0.92
8111,64.93,0.82,0.93
8112,64.98,0.82,0.94
8113,64.95,0.82,0.95
8114,64.87,0.82,0.96
8115,64.98,0.82,0.97
8116,64.96,0.82,0.98
8117,64.98,0.82,0.99
8118,0.4,0.83,0.01
8119,0.48,0.83,0.02
8120,0.56,0.83,0.03
8121,0.64,0.83,0.04
8122,1,0.83,0.05
8123,1,0.83,0.06
8124,1.72,0.83,0.07
8125,2.2,0.83,0.08
8126,1.24,0.83,0.09
8127,7.12,0.83,0.1
8128,2.28,0.83,0.11
8129,11.8,0.83,0.12
8130,18.56,0.83,0.13
8131,19.27,0.83,0.14
8132,28.18,0.83,0.15
8133,30.4,0.83,0.16
8134,29.68,0.83,0.17
8135,35.63,0.83,0.18
8136,38.8,0.83,0.19
8137,42.09,0.83,0.2
8138,43.08,0.83,0.21
8139,45.72,0.83,0.22
8140,45.54,0.83,0.23
8141,47.66,0.83,0.24
8142,49.27,0.83,0.25
8143,48.22,0.83,0.26
8144,50.33,0.83,0.27
8145,51.65,0.83,0.28
8146,51.84,0.83,0.29
8147,54.09,0.83,0.3
8148,54.22,0.83,0.31
8149,55.68,0.83,0.32
8150,55.44,0.83,0.33
8151,57.07,0.83,0.34
8152,56.7,0.83,0.35
8153,57.04,0.83,0.36
8154,58.81,0.83,0.37
8155,58.34,0.83,0.38
8156,58.61,0.83,0.39
8157,59.27,0.83,0.4
8158,58.79,0.83,0.41
8159,59.96,0.83,0.42
8160,60.4,0.83,0.43
8161,60.76,0.83,0.44
8162,60.95,0.83,0.45
8163,61.02,0.83,0.46
8164,61.81,0.83,0.47
8165,61.42,0.83,0.48
8166,61.93,0.83,0.49
8167,61.76,0.83,0.5
8168,62.21,0.83,0.51
8169,62.12,0.83,0.52
8170,63.16,0.83,0.53
8171,62.18,0.83,0.54
8172,62.49,0.83,0.55
8173,62.84,0.83,0.56
8174,63.74,0.83,0.57
8175,63.32,0.83,0.58
8176,63.43,0.83,0.59
8177,63.41,0.83,0.6
8178,63.63,0.83,0.61
8179,63.53,0.83,0.62
8180,63.57,0.83,0.63
8181,63.35,0.83,0.64
8182,63.85,0.83,0.65
8183,64.01,0.83,0.66
8184,64.04,0.83,0.67
8185,64.34,0.83,0.68
8186,64.13,0.83,0.69
8187,64.47,0.83,0.7
8188,64.3,0.83,0.71
8189,64.26,0.83,0.72
8190,64.4,0.83,0.73
8191,64.55,0.83,0.74
8192,64.41,0.83,0.75
8193,64.36,0.83,0.76
8194,64.51,0.83,0.77
8195,64.81,0.83,0.78
8196,64.46,0.83,0.79
8197,64.71,0.83,0.8
8198,64.68,0.83,0.81
8199,64.68,0.83,0.82
8200,64.82,0.83,0.83
8201,64.82,0.83,0.84
8202,64.8,0.83,0.85
8203,64.86,0.83,0.86
8204,64.79,0.83,0.87
8205,64.84,0.83,0.88
8206,64.9,0.83,0.89
8207,64.82,0.83,0.9
8208,64.92,0.83,0.91
8209,64.9,0.83,0.92
8210,64.89,0.83,0.93
8211,64.9,0.83,0.94
8212,64.98,0.83,0.95
8213,64.98,0.83,0.96
8214,65,0.83,0.97
8215,65,0.83,0.98
8216,64.98,0.83,0.99
8217,0.52,0.84,0.01
8218,0.68,0.84,0.02
8219,0.52,0.84,0.03
8220,0.64,0.84,0.04
8221,0.88,0.84,0.05
8222,1.24,0.84,0.06
8223,1.16,0.84,0.07
8224,1.72,0.84,0.08
8225,3.04,0.84,0.09
8226,1.84,0.84,0.1
8227,8,0.84,0.11
8228,7.58,0.84,0.12
8229,18.03,0.84,0.13
8230,19.65,0.84,0.14
8231,29.3,0.84,0.15
8232,26.52,0.84,0.16
8233,32.57,0.84,0.17
8234,36.87,0.84,0.18
8235,39.46,0.84,0.19
8236,41.71,0.84,0.2
8237,43.11,0.84,0.21
8238,45.53,0.84,0.22
8239,46.83,0.84,0.23
8240,48.39,0.84,0.24
8241,50.3,0.84,0.25
8242,50.84,0.84,0.26
8243,51.01,0.84,0.27
8244,52.1,0.84,0.28
8245,52.81,0.84,0.29
8246,53.26,0.84,0.3
8247,55.15,0.84,0.31
8248,55.69,0.84,0.32
8249,55.79,0.84,0.33
8250,57.58,0.84,0.34
8251,57.13,0.84,0.35
8252,57.51,0.84,0.36
8253,57.72,0.84,0.37
8254,58.07,0.84,0.38
8255,58.35,0.84,0.39
8256,58.96,0.84,0.4
8257,59.95,0.84,0.41
8258,59.43,0.84,0.42
8259,60.01,0.84,0.43
8260,60.45,0.84,0.44
8261,61.3,0.84,0.45
8262,61.13,0.84,0.46
8263,61.22,0.84,0.47
8264,60.75,0.84,0.48
8265,61.61,0.84,0.49
8266,61.71,0.84,0.5
8267,62.03,0.84,0.51
8268,62.57,0.84,0.52
8269,62.33,0.84,0.53
8270,62.62,0.84,0.54
8271,62.19,0.84,0.55
8272,63.4,0.84,0.56
8273,62.74,0.84,0.57
8274,63.34,0.84,0.58
8275,63.34,0.84,0.59
8276,63.74,0.84,0.6
8277,63.46,0.84,0.61
8278,63.71,0.84,0.62
8279,63.96,0.84,0.63
8280,64.04,0.84,0.64
8281,63.87,0.84,0.65
8282,64.12,0.84,0.66
8283,64.01,0.84,0.67
8284,64.12,0.84,0.68
8285,64.15,0.84,0.69
8286,64.33,0.84,0.7
8287,64.37,0.84,0.71
8288,64.46,0.84,0.72
8289,64.46,0.84,0.73
8290,64.41,0.84,0.74
8291,64.73,0.84,0.75
8292,64.48,0.84,0.76
8293,64.54,0.84,0.77
8294,64.81,0.84,0.78
8295,64.63,0.84,0.79
8296,64.66,0.84,0.8
8297,64.83,0.84,0.81
8298,64.62,0.84,0.82
8299,64.77,0.84,0.83
8300,64.93,0.84,0.84
8301,64.64,0.84,0.85
8302,64.71,0.84,0.86
8303,64.83,0.84,0.87
8304,64.91,0.84,0.88
8305,64.9,0.84,0.89
8306,64.92,0.84,0.9
8307,64.86,0.84,0.91
8308,64.92,0.84,0.92
8309,64.88,0.84,0.93
8310,64.89,0.84,0.94
8311,64.86,0.84,0.95
8312,64.91,0.84,0.96
8313,64.95,0.84,0.97
8314,64.91,0.84,0.98
8315,64.98,0.84,0.99
8316,0.44,0.85,0.01
8317,0.72,0.85,0.02
8318,0.72,0.85,0.03
8319,0.64,0.85,0.04
8320,0.64,0.85,0.05
8321,0.56,0.85,0.06
8322,0.76,0.85,0.07
8323,1.6,0.85,0.08
8324,2.68,0.85,0.09
8325,7.04,0.85,0.1
8326,3.56,0.85,0.11
8327,19.89,0.85,0.12
8328,10.2,0.85,0.13
8329,25.82,0.85,0.14
8330,27.7,0.85,0.15
8331,29.79,0.85,0.16
8332,34.54,0.85,0.17
8333,38.61,0.85,0.18
8334,42.84,0.85,0.19
8335,40.87,0.85,0.2
8336,42.65,0.85,0.21
8337,42.92,0.85,0.22
8338,46.78,0.85,0.23
8339,48.01,0.85,0.24
8340,48.69,0.85,0.25
8341,51.05,0.85,0.26
8342,50.78,0.85,0.27
8343,51.05,0.85,0.28
8344,52.98,0.85,0.29
8345,54.2,0.85,0.3
8346,54.78,0.85,0.31
8347,54.35,0.85,0.32
8348,56.18,0.85,0.33
8349,56.5,0.85,0.34
8350,56.64,0.85,0.35
8351,57,0.85,0.36
8352,57.85,0.85,0.37
8353,58.26,0.85,0.38
8354,58.93,0.85,0.39
8355,59.04,0.85,0.4
8356,59.75,0.85,0.41
8357,59.45,0.85,0.42
8358,60.08,0.85,0.43
8359,60.4,0.85,0.44
8360,61.02,0.85,0.45
8361,60.93,0.85,0.46
8362,61.6,0.85,0.47
8363,61.69,0.85,0.48
8364,62.39,0.85,0.49
8365,61.44,0.85,0.5
8366,62.29,0.85,0.51
8367,62.22,0.85,0.52
8368,61.94,0.85,0.53
8369,62.91,0.85,0.54
8370,62.73,0.85,0.55
8371,62.86,0.85,0.56
8372,63.16,0.85,0.57
8373,63.38,0.85,0.58
8374,63.41,0.85,0.59
8375,63.7,0.85,0.6
8376,63.77,0.85,0.61
8377,63.65,0.85,0.62
8378,63.76,0.85,0.63
8379,63.68,0.85,0.64
8380,63.91,0.85,0.65
8381,63.95,0.85,0.66
8382,63.95,0.85,0.67
8383,64.13,0.85,0.68
8384,64.37,0.85,0.69
8385,64.51,0.85,0.7
8386,64.43,0.85,0.71
8387,64.52,0.85,0.72
8388,64.45,0.85,0.73
8389,64.59,0.85,0.74
8390,64.6,0.85,0.75
8391,64.71,0.85,0.76
8392,64.77,0.85,0.77
8393,64.74,0.85,0.78
8394,64.68,0.85,0.79
8395,64.77,0.85,0.8
8396,64.7,0.85,0.81
8397,64.84,0.85,0.82
8398,64.71,0.85,0.83
8399,64.76,0.85,0.84
8400,64.83,0.85,0.85
8401,64.86,0.85,0.86
8402,64.89,0.85,0.87
8403,64.89,0.85,0.88
8404,64.93,0.85,0.89
8405,64.83,0.85,0.9
8406,64.9,0.85,0.91
8407,64.9,0.85,0.92
8408,64.88,0.85,0.93
8409,64.96,0.85,0.94
8410,64.9,0.85,0.95
8411,65,0.85,0.96
8412,65,0.85,0.97
8413,64.98,0.85,0.98
8414,64.98,0.85,0.99
8415,0.44,0.86,0.01
8416,0.4,0.86,0.02
8417,0.4,0.86,0.03
8418,0.8,0.86,0.04
8419,0.56,0.86,0.05
8420,1.32,0.86,0.06
8421,1.6,0.86,0.07
8422,2.44,0.86,0.08
8423,5.2,0.86,0.09
8424,3,0.86,0.1
8425,8.09,0.86,0.11
8426,10.36,0.86,0.12
8427,23.27,0.86,0.13
8428,13.89,0.86,0.14
8429,27.07,0.86,0.15
8430,25.86,0.86,0.16
8431,33.99,0.86,0.17
8432,33.06,0.86,0.18
8433,36.4,0.86,0.19
8434,39.19,0.86,0.2
8435,44.76,0.86,0.21
8436,44.78,0.86,0.22
8437,45.4,0.86,0.23
8438,46.96,0.86,0.24
8439,48.63,0.86,0.25
8440,49.16,0.86,0.26
8441,51.28,0.86,0.27
8442,51.7,0.86,0.28
8443,52.9,0.86,0.29
8444,53.16,0.86,0.3
8445,55.55,0.86,0.31
8446,55.75,0.86,0.32
8447,55.92,0.86,0.33
8448,56.21,0.86,0.34
8449,57.41,0.86,0.35
8450,58.2,0.86,0.36
8451,57.58,0.86,0.37
8452,59.35,0.86,0.38
8453,58.24,0.86,0.39
8454,59.55,0.86,0.4
8455,59.17,0.86,0.41
8456,59.89,0.86,0.42
8457,60.97,0.86,0.43
8458,60.48,0.86,0.44
8459,60.53,0.86,0.45
8460,61.33,0.86,0.46
8461,61.24,0.86,0.47
8462,60.96,0.86,0.48
8463,61.22,0.86,0.49
8464,61.75,0.86,0.5
8465,62,0.86,0.51
8466,62.41,0.86,0.52
8467,62.46,0.86,0.53
8468,62.81,0.86,0.54
8469,62.81,0.86,0.55
8470,63.05,0.86,0.56
8471,63.14,0.86,0.57
8472,63.18,0.86,0.58
8473,63.64,0.86,0.59
8474,63.35,0.86,0.6
8475,63.51,0.86,0.61
8476,63.84,0.86,0.62
8477,63.49,0.86,0.63
