id,mean_predators,ph,pp
3520,56.6,0.36,0.56
3521,56.8,0.36,0.57
3522,55.86,0.36,0.58
3523,55.98,0.36,0.59
3524,56.3,0.36,0.6
3525,57.33,0.36,0.61
3526,57.44,0.36,0.62
3527,56.53,0.36,0.63
3528,56.88,0.36,0.64
3529,57.05,0.36,0.65
3530,56.4,0.36,0.66
3531,57.42,0.36,0.67
3532,57.57,0.36,0.68
3533,57.32,0.36,0.69
3534,58,0.36,0.7
3535,57.91,0.36,0.71
3536,57.17,0.36,0.72
3537,57.49,0.36,0.73
3538,57.64,0.36,0.74
3539,57.97,0.36,0.75
3540,57.8,0.36,0.76
3541,58.87,0.36,0.77
3542,58.7,0.36,0.78
3543,58.06,0.36,0.79
3544,59.18,0.36,0.8
3545,58.49,0.36,0.81
3546,58.04,0.36,0.82
3547,58.62,0.36,0.83
3548,58.32,0.36,0.84
3549,59.27,0.36,0.85
3550,57.95,0.36,0.86
3551,57.68,0.36,0.87
3552,58.08,0.36,0.88
3553,59.25,0.36,0.89
3554,58.88,0.36,0.9
3555,58.04,0.36,0.91
3556,58.39,0.36,0.92
3557,57.43,0.36,0.93
3558,58.63,0.36,0.94
3559,58.14,0.36,0.95
3560,58.23,0.36,0.96
3561,59.24,0.36,0.97
3562,58.61,0.36,0.98
3563,58.28,0.36,0.99
3564,0.4,0.37,0.01
3565,0.52,0.37,0.02
3566,0.64,0.37,0.03
3567,0.56,0.37,0.04
3568,0.96,0.37,0.05
3569,0.72,0.37,0.06
3570,0.8,0.37,0.07
3571,1.64,0.37,0.08
3572,1.28,0.37,0.09
3573,1.4,0.37,0.1
3574,8.48,0.37,0.11
3575,9.32,0.37,0.12
3576,9.46,0.37,0.13
3577,22.32,0.37,0.14
3578,25.26,0.37,0.15
3579,28.28,0.37,0.16
3580,29.8,0.37,0.17
3581,33.57,0.37,0.18
3582,33.44,0.37,0.19
3583,35.97,0.37,0.2
3584,39.18,0.37,0.21
3585,38.75,0.37,0.22
3586,42.06,0.37,0.23
3587,44.03,0.37,0.24
3588,44.48,0.37,0.25
3589,43.21,0.37,0.26
3590,45.01,0.37,0.27
3591,46.33,0.37,0.28
3592,44.54,0.37,0.29
3593,46.43,0.37,0.3
3594,48.22,0.37,0.31
3595,47.72,0.37,0.32
3596,48.72,0.37,0.33
3597,50.07,0.37,0.34
3598,49.58,0.37,0.35
3599,50.77,0.37,0.36
3600,51.65,0.37,0.37
3601,51.78,0.37,0.38
3602,52,0.37,0.39
3603,53.01,0.37,0.4
3604,51.91,0.37,0.41
3605,53.42,0.37,0.42
3606,53.69,0.37,0.43
3607,53.62,0.37,0.44
3608,54.68,0.37,0.45
3609,54.73,0.37,0.46
3610,54.4,0.37,0.47
3611,54.79,0.37,0.48
3612,55.45,0.37,0.49
3613,55.4,0.37,0.5
3614,55.43,0.37,0.51
3615,55.15,0.37,0.52
3616,55.69,0.37,0.53
3617,56.94,0.37,0.54
3618,57.33,0.37,0.55
3619,56.74,0.37,0.56
3620,56.88,0.37,0.57
3621,57.75,0.37,0.58
3622,57.6,0.37,0.59
3623,56.68,0.37,0.6
3624,58.01,0.37,0.61
3625,57.22,0.37,0.62
3626,57.19,0.37,0.63
3627,56.84,0.37,0.64
3628,57.47,0.37,0.65
3629,57.91,0.37,0.66
3630,58.01,0.37,0.67
3631,58.83,0.37,0.68
3632,58.77,0.37,0.69
3633,57.64,0.37,0.7
3634,58.11,0.37,0.71
3635,58.46,0.37,0.72
3636,57.72,0.37,0.73
3637,58.34,0.37,0.74
3638,58.8,0.37,0.75
3639,58.25,0.37,0.76
3640,59.06,0.37,0.77
3641,58.89,0.37,0.78
3642,58.78,0.37,0.79
3643,58.86,0.37,0.8
3644,58.63,0.37,0.81
3645,59.38,0.37,0.82
3646,59.56,0.37,0.83
3647,59.26,0.37,0.84
3648,58.98,0.37,0.85
3649,59.25,0.37,0.86
3650,59.16,0.37,0.87
3651,59.34,0.37,0.88
3652,59.74,0.37,0.89
3653,58.6,0.37,0.9
3654,59.55,0.37,0.91
3655,59.29,0.37,0.92
3656,59.65,0.37,0.93
3657,59.13,0.37,0.94
3658,59.64,0.37,0.95
3659,58.94,0.37,0.96
3660,59.25,0.37,0.97
3661,59.68,0.37,0.98
3662,59.25,0.37,0.99
3663,0.44,0.38,0.01
3664,0.56,0.38,0.02
3665,0.52,0.38,0.03
3666,0.84,0.38,0.04
3667,0.96,0.38,0.05
3668,1.32,0.38,0.06
3669,1.28,0.38,0.07
3670,0.72,0.38,0.08
3671,2.68,0.38,0.09
3672,3,0.38,0.1
3673,4.68,0.38,0.11
3674,13.06,0.38,0.12
3675,15.97,0.38,0.13
3676,18.86,0.38,0.14
3677,26.28,0.38,0.15
3678,27.94,0.38,0.16
3679,30.29,0.38,0.17
3680,32.76,0.38,0.18
3681,34.66,0.38,0.19
3682,35.79,0.38,0.2
3683,37.62,0.38,0.21
3684,40.38,0.38,0.22
3685,40.36,0.38,0.23
3686,43.34,0.38,0.24
3687,42.73,0.38,0.25
3688,40.84,0.38,0.26
3689,46.29,0.38,0.27
3690,46.99,0.38,0.28
3691,47.91,0.38,0.29
3692,48.17,0.38,0.3
3693,48.81,0.38,0.31
3694,50.2,0.38,0.32
3695,49.86,0.38,0.33
3696,49.76,0.38,0.34
3697,51.6,0.38,0.35
3698,51.77,0.38,0.36
3699,52.28,0.38,0.37
3700,52.13,0.38,0.38
3701,52.68,0.38,0.39
3702,53.5,0.38,0.4
3703,53.74,0.38,0.41
3704,54.36,0.38,0.42
3705,52.73,0.38,0.43
3706,53.87,0.38,0.44
3707,55.83,0.38,0.45
3708,54.5,0.38,0.46
3709,54.04,0.38,0.47
3710,55.59,0.38,0.48
3711,57.32,0.38,0.49
3712,55.67,0.38,0.5
3713,56.53,0.38,0.51
3714,55.91,0.38,0.52
3715,56.65,0.38,0.53
3716,56.75,0.38,0.54
3717,57.07,0.38,0.55
3718,56.74,0.38,0.56
3719,56.71,0.38,0.57
3720,56.94,0.38,0.58
3721,57.78,0.38,0.59
3722,57.94,0.38,0.6
3723,57.69,0.38,0.61
3724,57.62,0.38,0.62
3725,57.08,0.38,0.63
3726,57.4,0.38,0.64
3727,58.57,0.38,0.65
3728,57.53,0.38,0.66
3729,57.55,0.38,0.67
3730,58.78,0.38,0.68
3731,58.24,0.38,0.69
3732,58.19,0.38,0.7
3733,57.8,0.38,0.71
3734,58.87,0.38,0.72
3735,58.45,0.38,0.73
3736,58.66,0.38,0.74
3737,59.22,0.38,0.75
3738,58.11,0.38,0.76
3739,58.72,0.38,0.77
3740,59.64,0.38,0.78
3741,58.37,0.38,0.79
3742,59.05,0.38,0.8
3743,59.57,0.38,0.81
3744,58.96,0.38,0.82
3745,59.86,0.38,0.83
3746,58.81,0.38,0.84
3747,59.28,0.38,0.85
3748,60.11,0.38,0.86
3749,58.64,0.38,0.87
3750,60,0.38,0.88
3751,59.42,0.38,0.89
3752,60.03,0.38,0.9
3753,59.12,0.38,0.91
3754,59.47,0.38,0.92
3755,59.36,0.38,0.93
3756,59.37,0.38,0.94
3757,59.59,0.38,0.95
3758,59.98,0.38,0.96
3759,59.39,0.38,0.97
3760,59.61,0.38,0.98
3761,59.98,0.38,0.99
3762,0.44,0.39,0.01
3763,0.44,0.39,0.02
3764,0.6,0.39,0.03
3765,0.56,0.39,0.04
3766,0.6,0.39,0.05
3767,0.76,0.39,0.06
3768,0.64,0.39,0.07
3769,0.84,0.39,0.08
3770,3.08,0.39,0.09
3771,3.44,0.39,0.1
3772,5.96,0.39,0.11
3773,14.12,0.39,0.12
3774,17.13,0.39,0.13
3775,15.65,0.39,0.14
3776,22.81,0.39,0.15
3777,21.59,0.39,0.16
3778,28.92,0.39,0.17
3779,33.96,0.39,0.18
3780,32.8,0.39,0.19
3781,39.23,0.39,0.2
3782,36.54,0.39,0.21
3783,40.21,0.39,0.22
3784,42.46,0.39,0.23
3785,43.58,0.39,0.24
3786,42.65,0.39,0.25
3787,45.92,0.39,0.26
3788,45.86,0.39,0.27
3789,48.41,0.39,0.28
3790,47.27,0.39,0.29
3791,48.1,0.39,0.3
3792,48.04,0.39,0.31
3793,48.78,0.39,0.32
3794,50.92,0.39,0.33
3795,51.8,0.39,0.34
3796,50.57,0.39,0.35
3797,52.05,0.39,0.36
3798,52.41,0.39,0.37
3799,52.53,0.39,0.38
3800,52.86,0.39,0.39
3801,53.25,0.39,0.4
3802,54.82,0.39,0.41
3803,53.98,0.39,0.42
3804,53.85,0.39,0.43
3805,54.71,0.39,0.44
3806,54.86,0.39,0.45
3807,55.99,0.39,0.46
3808,55.94,0.39,0.47
3809,56.38,0.39,0.48
3810,56.45,0.39,0.49
3811,56.14,0.39,0.5
3812,56.48,0.39,0.51
3813,57.27,0.39,0.52
3814,57.87,0.39,0.53
3815,56.88,0.39,0.54
3816,57.2,0.39,0.55
3817,57.23,0.39,0.56
3818,57.82,0.39,0.57
3819,57.75,0.39,0.58
3820,58.24,0.39,0.59
3821,57.92,0.39,0.6
3822,57.57,0.39,0.61
3823,57.83,0.39,0.62
3824,57.76,0.39,0.63
3825,58,0.39,0.64
3826,57.85,0.39,0.65
3827,58.61,0.39,0.66
3828,58.97,0.39,0.67
3829,58.3,0.39,0.68
3830,58.56,0.39,0.69
3831,58.48,0.39,0.7
3832,59.08,0.39,0.71
3833,58.76,0.39,0.72
3834,59.44,0.39,0.73
3835,58.99,0.39,0.74
3836,59.12,0.39,0.75
3837,59.89,0.39,0.76
3838,59.22,0.39,0.77
3839,59.45,0.39,0.78
3840,59.73,0.39,0.79
3841,59.23,0.39,0.8
3842,59.69,0.39,0.81
3843,59.53,0.39,0.82
3844,59.62,0.39,0.83
3845,59.94,0.39,0.84
3846,59.41,0.39,0.85
3847,59.56,0.39,0.86
3848,59.49,0.39,0.87
3849,60.12,0.39,0.88
3850,60.53,0.39,0.89
3851,59.89,0.39,0.9
3852,60.56,0.39,0.91
3853,59.21,0.39,0.92
3854,59.98,0.39,0.93
3855,60.82,0.39,0.94
3856,60.02,0.39,0.95
3857,60.19,0.39,0.96
3858,59.43,0.39,0.97
3859,60.11,0.39,0.98
3860,60.03,0.39,0.99
3861,0.48,0.4,0.01
3862,0.48,0.4,0.02
3863,0.56,0.4,0.03
3864,0.88,0.4,0.04
3865,0.84,0.4,0.05
3866,1.16,0.4,0.06
3867,0.8,0.4,0.07
3868,1,0.4,0.08
3869,2.64,0.4,0.09
3870,1.04,0.4,0.1
3871,8.44,0.4,0.11
3872,10.13,0.4,0.12
3873,13.86,0.4,0.13
3874,24.11,0.4,0.14
3875,25.59,0.4,0.15
3876,24.91,0.4,0.16
3877,28.87,0.4,0.17
3878,34.76,0.4,0.18
3879,37.36,0.4,0.19
3880,38.5,0.4,0.2
3881,38.74,0.4,0.21
3882,39.36,0.4,0.22
3883,42.66,0.4,0.23
3884,43.23,0.4,0.24
3885,44.82,0.4,0.25
3886,47.15,0.4,0.26
3887,46.9,0.4,0.27
3888,47.05,0.4,0.28
3889,46.89,0.4,0.29
3890,47.58,0.4,0.3
3891,50,0.4,0.31
3892,49.38,0.4,0.32
3893,51.34,0.4,0.33
3894,50.48,0.4,0.34
3895,51.28,0.4,0.35
3896,51.82,0.4,0.36
3897,52.67,0.4,0.37
3898,53.41,0.4,0.38
3899,53.19,0.4,0.39
3900,54.84,0.4,0.4
3901,54.62,0.4,0.41
3902,54.9,0.4,0.42
3903,54.61,0.4,0.43
3904,55.56,0.4,0.44
3905,55.42,0.4,0.45
3906,55.58,0.4,0.46
3907,56.87,0.4,0.47
3908,55.36,0.4,0.48
3909,56.03,0.4,0.49
3910,56.7,0.4,0.5
3911,57.22,0.4,0.51
3912,57.45,0.4,0.52
3913,57.1,0.4,0.53
3914,56.91,0.4,0.54
3915,57,0.4,0.55
3916,56.89,0.4,0.56
3917,58.16,0.4,0.57
3918,58.29,0.4,0.58
3919,57.55,0.4,0.59
3920,57.68,0.4,0.6
3921,57.93,0.4,0.61
3922,58.63,0.4,0.62
3923,57.89,0.4,0.63
3924,59.16,0.4,0.64
3925,58.91,0.4,0.65
3926,58.56,0.4,0.66
3927,59.07,0.4,0.67
3928,58.74,0.4,0.68
3929,59.69,0.4,0.69
3930,59.2,0.4,0.7
3931,59.36,0.4,0.71
3932,59.38,0.4,0.72
3933,59.65,0.4,0.73
3934,59.59,0.4,0.74
3935,60.31,0.4,0.75
3936,60.07,0.4,0.76
3937,60.09,0.4,0.77
3938,58.78,0.4,0.78
3939,59.79,0.4,0.79
3940,60,0.4,0.8
3941,59.04,0.4,0.81
3942,59.25,0.4,0.82
3943,60.13,0.4,0.83
3944,59.71,0.4,0.84
3945,60.53,0.4,0.85
3946,60.33,0.4,0.86
3947,59.99,0.4,0.87
3948,59.98,0.4,0.88
3949,59.39,0.4,0.89
3950,60.05,0.4,0.9
3951,59.94,0.4,0.91
3952,60.8,0.4,0.92
3953,60.38,0.4,0.93
3954,60.06,0.4,0.94
3955,60.45,0.4,0.95
3956,59.97,0.4,0.96
3957,59.98,0.4,0.97
3958,60.43,0.4,0.98
3959,59.74,0.4,0.99
3960,0.44,0.41,0.01
3961,0.44,0.41,0.02
3962,0.6,0.41,0.03
3963,0.6,0.41,0.04
3964,1.04,0.41,0.05
3965,1.04,0.41,0.06
3966,1.28,0.41,0.07
3967,1.44,0.41,0.08
3968,2.04,0.41,0.09
3969,2.64,0.41,0.1
3970,2.48,0.41,0.11
3971,3.04,0.41,0.12
3972,14.25,0.41,0.13
3973,22.08,0.41,0.14
3974,21.36,0.41,0.15
3975,28.47,0.41,0.16
3976,30.19,0.41,0.17
3977,32.87,0.41,0.18
3978,35.53,0.41,0.19
3979,38.33,0.41,0.2
3980,38.72,0.41,0.21
3981,39.8,0.41,0.22
3982,41.39,0.41,0.23
3983,45.31,0.41,0.24
3984,44.73,0.41,0.25
3985,46.99,0.41,0.26
3986,46.64,0.41,0.27
3987,46.88,0.41,0.28
3988,48,0.41,0.29
3989,49.03,0.41,0.3
3990,48.88,0.41,0.31
3991,50.45,0.41,0.32
3992,51.18,0.41,0.33
3993,51.34,0.41,0.34
3994,52.2,0.41,0.35
3995,52.32,0.41,0.36
3996,52.13,0.41,0.37
3997,53.14,0.41,0.38
3998,53.38,0.41,0.39
3999,53.73,0.41,0.4
4000,53.68,0.41,0.41
4001,54.38,0.41,0.42
4002,54.81,0.41,0.43
4003,55.7,0.41,0.44
4004,55.42,0.41,0.45
4005,55.71,0.41,0.46
4006,56.84,0.41,0.47
4007,55.96,0.41,0.48
4008,56.89,0.41,0.49
4009,57.62,0.41,0.5
4010,57.61,0.41,0.51
4011,57.81,0.41,0.52
4012,57.56,0.41,0.53
4013,56.91,0.41,0.54
4014,58.18,0.41,0.55
4015,58.36,0.41,0.56
4016,58.47,0.41,0.57
4017,59.34,0.41,0.58
4018,59.2,0.41,0.59
4019,57.96,0.41,0.6
4020,58.54,0.41,0.61
4021,58.89,0.41,0.62
4022,59.39,0.41,0.63
4023,59.42,0.41,0.64
4024,58.77,0.41,0.65
4025,58.81,0.41,0.66
4026,58.55,0.41,0.67
4027,58.69,0.41,0.68
4028,59.56,0.41,0.69
4029,59.95,0.41,0.7
4030,59.34,0.41,0.71
4031,60.01,0.41,0.72
4032,60.47,0.41,0.73
4033,59.64,0.41,0.74
4034,59.81,0.41,0.75
4035,60.26,0.41,0.76
4036,60.62,0.41,0.77
4037,60.43,0.41,0.78
4038,59.38,0.41,0.79
4039,60.39,0.41,0.8
4040,60.06,0.41,0.81
4041,60.66,0.41,0.82
4042,60,0.41,0.83
4043,60.9,0.41,0.84
4044,60.51,0.41,0.85
4045,60.15,0.41,0.86
4046,60.46,0.41,0.87
4047,60.09,0.41,0.88
4048,60.08,0.41,0.89
4049,60.02,0.41,0.9
4050,60.71,0.41,0.91
4051,60.64,0.41,0.92
4052,60.89,0.41,0.93
4053,60.65,0.41,0.94
4054,60.32,0.41,0.95
4055,60.75,0.41,0.96
4056,61.21,0.41,0.97
4057,60.83,0.41,0.98
4058,60.74,0.41,0.99
4059,0.44,0.42,0.01
4060,0.68,0.42,0.02
4061,0.52,0.42,0.03
4062,0.52,0.42,0.04
4063,0.96,0.42,0.05
4064,1.36,0.42,0.06
4065,1.16,0.42,0.07
4066,2.96,0.42,0.08
4067,2.08,0.42,0.09
4068,3.56,0.42,0.1
4069,2.8,0.42,0.11
4070,7,0.42,0.12
4071,10.58,0.42,0.13
4072,18.7,0.42,0.14
4073,27.74,0.42,0.15
4074,31.52,0.42,0.16
4075,29.1,0.42,0.17
4076,33.12,0.42,0.18
4077,32.83,0.42,0.19
4078,38.5,0.42,0.2
4079,39.03,0.42,0.21
4080,42.88,0.42,0.22
4081,43.79,0.42,0.23
4082,44.84,0.42,0.24
4083,45.23,0.42,0.25
4084,45.92,0.42,0.26
4085,46.82,0.42,0.27
4086,47.24,0.42,0.28
4087,48.92,0.42,0.29
4088,47.96,0.42,0.3
4089,49.98,0.42,0.31
4090,50.96,0.42,0.32
4091,52.28,0.42,0.33
4092,52.07,0.42,0.34
4093,51.77,0.42,0.35
4094,51.72,0.42,0.36
4095,53.26,0.42,0.37
4096,53.09,0.42,0.38
4097,55.09,0.42,0.39
4098,54.41,0.42,0.4
4099,54.2,0.42,0.41
4100,55.41,0.42,0.42
4101,55.53,0.42,0.43
4102,55.83,0.42,0.44
4103,55.81,0.42,0.45
4104,56.19,0.42,0.46
4105,56.32,0.42,0.47
4106,57.08,0.42,0.48
4107,57,0.42,0.49
4108,57.45,0.42,0.5
4109,56.75,0.42,0.51
4110,57.08,0.42,0.52
4111,58.14,0.42,0.53
4112,57.71,0.42,0.54
4113,57.23,0.42,0.55
4114,58.56,0.42,0.56
4115,58.26,0.42,0.57
4116,58.36,0.42,0.58
4117,58.59,0.42,0.59
4118,59.76,0.42,0.6
4119,58.94,0.42,0.61
4120,58.62,0.42,0.62
4121,59.85,0.42,0.63
4122,58.92,0.42,0.64
4123,59.47,0.42,0.65
4124,60.5,0.42,0.66
4125,59.61,0.42,0.67
4126,59.64,0.42,0.68
4127,59.79,0.42,0.69
4128,60.07,0.42,0.7
4129,59.7,0.42,0.71
4130,60.15,0.42,0.72
4131,60.06,0.42,0.73
4132,60.3,0.42,0.74
4133,59.58,0.42,0.75
4134,60.6,0.42,0.76
4135,60.91,0.42,0.77
4136,60.02,0.42,0.78
4137,60.89,0.42,0.79
4138,60.05,0.42,0.8
4139,60.71,0.42,0.81
4140,61.32,0.42,0.82
4141,59.96,0.42,0.83
4142,60.44,0.42,0.84
4143,60.96,0.42,0.85
4144,60.24,0.42,0.86
4145,59.86,0.42,0.87
4146,60.59,0.42,0.88
4147,60.78,0.42,0.89
4148,60.88,0.42,0.9
4149,60.47,0.42,0.91
4150,61.76,0.42,0.92
4151,59.77,0.42,0.93
4152,60.64,0.42,0.94
4153,61.05,0.42,0.95
4154,61.38,0.42,0.96
4155,61.4,0.42,0.97
4156,61.16,0.42,0.98
4157,61.27,0.42,0.99
4158,0.52,0.43,0.01
4159,0.48,0.43,0.02
4160,0.64,0.43,0.03
4161,0.52,0.43,0.04
4162,0.92,0.43,0.05
4163,0.6,0.43,0.06
4164,1.2,0.43,0.07
4165,1.24,0.43,0.08
4166,0.88,0.43,0.09
4167,5.8,0.43,0.1
4168,3.52,0.43,0.11
4169,3.24,0.43,0.12
4170,6.04,0.43,0.13
4171,20.56,0.43,0.14
4172,20.87,0.43,0.15
4173,28.01,0.43,0.16
4174,28.75,0.43,0.17
4175,34.95,0.43,0.18
4176,36.52,0.43,0.19
4177,38.03,0.43,0.2
4178,39.6,0.43,0.21
4179,40.26,0.43,0.22
4180,44.6,0.43,0.23
4181,46.58,0.43,0.24
4182,44.95,0.43,0.25
4183,45.5,0.43,0.26
4184,47.08,0.43,0.27
4185,47.01,0.43,0.28
4186,46.86,0.43,0.29
4187,49.43,0.43,0.3
4188,48.03,0.43,0.31
4189,51.06,0.43,0.32
4190,51.03,0.43,0.33
4191,51.22,0.43,0.34
4192,52.07,0.43,0.35
4193,53.05,0.43,0.36
4194,53.43,0.43,0.37
4195,54.01,0.43,0.38
4196,54.99,0.43,0.39
4197,54.84,0.43,0.4
4198,55.85,0.43,0.41
4199,54.64,0.43,0.42
4200,56.64,0.43,0.43
4201,55.78,0.43,0.44
4202,57.12,0.43,0.45
4203,56.96,0.43,0.46
4204,57.37,0.43,0.47
4205,57.23,0.43,0.48
4206,58.1,0.43,0.49
4207,56.93,0.43,0.5
4208,57.63,0.43,0.51
4209,57.32,0.43,0.52
4210,57.74,0.43,0.53
4211,58.81,0.43,0.54
4212,57.95,0.43,0.55
4213,58.11,0.43,0.56
4214,58.66,0.43,0.57
4215,58.78,0.43,0.58
4216,58.75,0.43,0.59
4217,59.49,0.43,0.6
4218,59.03,0.43,0.61
4219,59.15,0.43,0.62
4220,60.05,0.43,0.63
4221,59.5,0.43,0.64
4222,59.84,0.43,0.65
4223,59.18,0.43,0.66
4224,59.45,0.43,0.67
4225,59.55,0.43,0.68
4226,60.59,0.43,0.69
4227,59.38,0.43,0.7
4228,60.63,0.43,0.71
4229,60.46,0.43,0.72
4230,60.71,0.43,0.73
4231,60.27,0.43,0.74
4232,59.6,0.43,0.75
4233,60,0.43,0.76
4234,60.07,0.43,0.77
4235,60.7,0.43,0.78
4236,60.9,0.43,0.79
4237,61.08,0.43,0.8
4238,60.52,0.43,0.81
4239,60.52,0.43,0.82
4240,60.71,0.43,0.83
4241,60.87,0.43,0.84
4242,61.52,0.43,0.85
4243,61.04,0.43,0.86
4244,60.9,0.43,0.87
4245,61.38,0.43,0.88
4246,61.49,0.43,0.89
4247,61.38,0.43,0.9
4248,60.6,0.43,0.91
4249,60.94,0.43,0.92
4250,61.12,0.43,0.93
4251,61.15,0.43,0.94
4252,60.81,0.43,0.95
4253,61.03,0.43,0.96
4254,60.96,0.43,0.97
4255,61.37,0.43,0.98
4256,61.24,0.43,0.99
4257,0.52,0.44,0.01
4258,0.48,0.44,0.02
4259,0.6,0.44,0.03
4260,1.08,0.44,0.04
4261,0.68,0.44,0.05
4262,0.88,0.44,0.06
4263,1.04,0.44,0.07
4264,3.08,0.44,0.08
4265,2.56,0.44,0.09
4266,2.04,0.44,0.1
4267,4.92,0.44,0.11
4268,7.4,0.44,0.12
4269,15.77,0.44,0.13
4270,14.47,0.44,0.14
4271,25.57,0.44,0.15
4272,26.22,0.44,0.16
4273,33.63,0.44,0.17
4274,31.16,0.44,0.18
4275,39.14,0.44,0.19
4276,36.61,0.44,0.2
4277,38.02,0.44,0.21
4278,44.36,0.44,0.22
4279,43.41,0.44,0.23
4280,44.07,0.44,0.24
4281,44.35,0.44,0.25
4282,47.5,0.44,0.26
4283,47.66,0.44,0.27
4284,49.14,0.44,0.28
4285,47.83,0.44,0.29
4286,50.05,0.44,0.3
4287,50.59,0.44,0.31
4288,50.97,0.44,0.32
4289,51.52,0.44,0.33
4290,53.07,0.44,0.34
4291,53.97,0.44,0.35
4292,53.21,0.44,0.36
4293,54.67,0.44,0.37
4294,53.54,0.44,0.38
4295,53.66,0.44,0.39
4296,55.79,0.44,0.4
4297,55.65,0.44,0.41
4298,55.06,0.44,0.42
4299,56.95,0.44,0.43
4300,56.67,0.44,0.44
4301,56.22,0.44,0.45
4302,57.33,0.44,0.46
4303,56.52,0.44,0.47
4304,57.57,0.44,0.48
4305,57.91,0.44,0.49
4306,57.56,0.44,0.5
4307,57.86,0.44,0.51
4308,58.23,0.44,0.52
4309,58.94,0.44,0.53
4310,58.36,0.44,0.54
4311,58.21,0.44,0.55
4312,58.85,0.44,0.56
4313,59.07,0.44,0.57
4314,60.01,0.44,0.58
4315,60.15,0.44,0.59
4316,59.26,0.44,0.6
4317,59.87,0.44,0.61
4318,58.95,0.44,0.62
4319,60.1,0.44,0.63
4320,60.09,0.44,0.64
4321,60.71,0.44,0.65
4322,60.23,0.44,0.66
4323,60.02,0.44,0.67
4324,60.84,0.44,0.68
4325,60.12,0.44,0.69
4326,60,0.44,0.7
4327,60.69,0.44,0.71
4328,60.22,0.44,0.72
4329,60.34,0.44,0.73
4330,61.21,0.44,0.74
4331,60.86,0.44,0.75
4332,60.28,0.44,0.76
4333,61.03,0.44,0.77
4334,61.43,0.44,0.78
4335,61.31,0.44,0.79
4336,61.07,0.44,0.8
4337,60.75,0.44,0.81
4338,61.22,0.44,0.82
4339,60.75,0.44,0.83
4340,61.27,0.44,0.84
4341,60.7,0.44,0.85
4342,61.36,0.44,0.86
4343,61.31,0.44,0.87
4344,61.5,0.44,0.88
4345,61.15,0.44,0.89
4346,61.2,0.44,0.9
4347,61.09,0.44,0.91
4348,61.13,0.44,0.92
4349,60.99,0.44,0.93
4350,61.33,0.44,0.94
4351,62.02,0.44,0.95
4352,61.95,0.44,0.96
4353,61.36,0.44,0.97
4354,61.78,0.44,0.98
4355,61.93,0.44,0.99
4356,0.52,0.45,0.01
4357,0.72,0.45,0.02
4358,0.52,0.45,0.03
4359,0.68,0.45,0.04
4360,0.56,0.45,0.05
4361,0.64,0.45,0.06
4362,1.08,0.45,0.07
4363,1.36,0.45,0.08
4364,2.32,0.45,0.09
4365,2.64,0.45,0.1
4366,8.73,0.45,0.11
4367,12.48,0.45,0.12
4368,18.58,0.45,0.13
4369,19.68,0.45,0.14
4370,20.54,0.45,0.15
4371,28.6,0.45,0.16
4372,26.61,0.45,0.17
4373,34.66,0.45,0.18
4374,37.47,0.45,0.19
4375,38.48,0.45,0.2
4376,38.66,0.45,0.21
4377,42.56,0.45,0.22
4378,42.82,0.45,0.23
4379,44.92,0.45,0.24
4380,46.37,0.45,0.25
4381,45.89,0.45,0.26
4382,47.17,0.45,0.27
4383,48.07,0.45,0.28
4384,51.77,0.45,0.29
4385,49.84,0.45,0.3
4386,51.23,0.45,0.31
4387,51.03,0.45,0.32
4388,51.22,0.45,0.33
4389,51.51,0.45,0.34
4390,52.93,0.45,0.35
4391,54.01,0.45,0.36
4392,54.87,0.45,0.37
4393,54.68,0.45,0.38
4394,55.25,0.45,0.39
4395,55.46,0.45,0.4
4396,56.52,0.45,0.41
4397,55.53,0.45,0.42
4398,56.71,0.45,0.43
4399,56.7,0.45,0.44
4400,57.53,0.45,0.45
4401,57.21,0.45,0.46
4402,57.67,0.45,0.47
4403,58.21,0.45,0.48
4404,57.9,0.45,0.49
4405,58.73,0.45,0.5
4406,58.69,0.45,0.51
4407,58.51,0.45,0.52
4408,59.29,0.45,0.53
4409,58.52,0.45,0.54
4410,59.85,0.45,0.55
4411,59.14,0.45,0.56
4412,59.79,0.45,0.57
4413,59.84,0.45,0.58
4414,59.92,0.45,0.59
4415,59.88,0.45,0.6
4416,59.9,0.45,0.61
4417,60.17,0.45,0.62
4418,60.01,0.45,0.63
4419,59.79,0.45,0.64
4420,60.68,0.45,0.65
4421,60.71,0.45,0.66
4422,60.28,0.45,0.67
4423,60.89,0.45,0.68
4424,60.76,0.45,0.69
4425,60.59,0.45,0.7
4426,60.24,0.45,0.71
4427,60.15,0.45,0.72
4428,60.9,0.45,0.73
4429,60.93,0.45,0.74
4430,61.22,0.45,0.75
4431,60.62,0.45,0.76
4432,61.81,0.45,0.77
4433,60.72,0.45,0.78
4434,61.72,0.45,0.79
4435,61.35,0.45,0.8
4436,61.25,0.45,0.81
4437,61.59,0.45,0.82
4438,61.81,0.45,0.83
4439,61.43,0.45,0.84
4440,61.31,0.45,0.85
4441,61.66,0.45,0.86
4442,61.45,0.45,0.87
4443,62,0.45,0.88
4444,61.86,0.45,0.89
4445,62.23,0.45,0.9
4446,61.68,0.45,0.91
4447,61.87,0.45,0.92
4448,61.99,0.45,0.93
4449,61.77,0.45,0.94
4450,61.85,0.45,0.95
4451,61.62,0.45,0.96
4452,62.35,0.45,0.97
4453,62.27,0.45,0.98
